date,description,debit,credit,balance,account_suffix,domain,source,sub_source,rule_used,parse_confidence
2024-01-30,FreshMart Supermarket,100.43,,51897.12,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-01-30,BeanCo Coffee,17.73,,51879.39,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-01-30,Big Box Hardware,34.58,,51844.81,xx9002,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-01-31,Salary Employer A,,3145.08,54989.89,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-01-31,Salary Employer B,,2839.69,57829.58,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-01-31,CityPharmacy,37.17,,57792.41,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-02-01,Corner Grocer,34.24,,57758.17,xx9003,Groceries,expense,Corner Grocer,merchant_match,high
2024-02-01,FastFoods Drive-Thru,25.77,,57732.40,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-02-01,Parking Authority,15.01,,57717.39,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-02-01,Fashion Outlet,90.20,,57627.19,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-02-01,Hairdresser,54.18,,57573.01,xx9001,Personal Care,expense,Hairdresser,merchant_match,high
2024-02-02,FreshMart Supermarket,213.12,,57359.89,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-02,BeanCo Coffee,10.19,,57349.70,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-02,CityRail,6.13,,57343.57,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-02,Australia Post,26.17,,57317.40,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2024-02-03,FreshMart Supermarket,133.71,,57183.69,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-03,BeanCo Coffee,8.22,,57175.47,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-03,LocalBrewery,28.24,,57147.23,xx9002,Alcohol,expense,LocalBrewery,merchant_match,high
2024-02-03,Charity Foundation,25.00,,57122.23,xx9002,Donations & Charity,expense,Charity Foundation,merchant_match,high
2024-02-04,BeanCo Coffee,12.76,,57109.47,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-04,FastFoods Drive-Thru,12.13,,57097.34,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-02-04,FibreNet Internet,85.00,,57012.34,xx9003,Communications & Internet,expense,FibreNet,merchant_match,high
2024-02-05,Home Loan Repayment,920.00,,56092.34,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-02-05,FreshMart Supermarket,98.39,,55993.95,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-02-05,BeanCo Coffee,9.98,,55983.97,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-05,CityRail,7.59,,55976.38,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-06,FreshMart Supermarket,119.96,,55856.42,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-07,BeanCo Coffee,14.56,,55841.86,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-07,CityRail,5.28,,55836.58,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-07,Parking Authority,11.44,,55825.14,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-02-07,VetCare Animal Hospital,172.14,,55653.00,xx9003,Pet Expenses,expense,VetCare,merchant_match,high
2024-02-07,TechMegaStore,225.27,,55427.73,xx9003,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-02-08,Pizza Palace,39.53,,55388.20,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-02-08,FuelStop Petrol,109.20,,55279.00,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-02-08,Mini Golf Co,45.05,,55233.95,xx9003,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2024-02-08,Charity Foundation,25.00,,55208.95,xx9003,Donations & Charity,expense,Charity Foundation,merchant_match,high
2024-02-08,Australia Post,18.00,,55190.95,xx9002,Administrative & Post,expense,Australia Post,merchant_match,high
2024-02-09,FreshMart Supermarket,134.77,,55056.18,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-02-09,FastFoods Drive-Thru,15.22,,55040.96,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-02-09,AutoSure Car Insurance,96.13,,54944.83,xx9002,Insurance,expense,AutoSure,merchant_match,high
2024-02-10,FuelStop Petrol,73.46,,54871.37,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-02-10,Parking Authority,12.63,,54858.74,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-02-10,WaterCorp,110.95,,54747.79,xx9003,Utilities & Rates,expense,WaterCorp,merchant_match,high
2024-02-10,PetSupplies Co,46.77,,54701.02,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-02-10,Fashion Outlet,60.28,,54640.74,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-02-10,LocalBrewery,23.73,,54617.01,xx9001,Alcohol,expense,LocalBrewery,merchant_match,high
2024-02-10,Beauty Spa,116.65,,54500.36,xx9002,Personal Care,expense,Beauty Spa,merchant_match,high
2024-02-11,BeanCo Coffee,14.35,,54486.01,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-11,Fashion Outlet,89.07,,54396.94,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-02-12,Home Loan Repayment,920.00,,53476.94,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-02-12,FuelStop Petrol,89.21,,53387.73,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-02-12,BookworldOnline,16.00,,53371.73,xx9002,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2024-02-12,Fashion Outlet,36.15,,53335.58,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-02-12,FitnessFirst Gym,65.00,,53270.58,xx9002,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2024-02-13,FreshMart Supermarket,124.45,,53146.13,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-13,CinemaWorld,19.83,,53126.30,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-02-14,Salary Employer A,,3210.16,56336.46,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-02-14,Salary Employer B,,2589.36,58925.82,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-02-14,CityRail,8.35,,58917.47,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-14,Parking Authority,14.97,,58902.50,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-02-14,Big Box Hardware,73.20,,58829.30,xx9001,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-02-14,Birthday Gift Shop,74.30,,58755.00,xx9002,Gifts,expense,Birthday Gift Shop,merchant_match,high
2024-02-14,BankFee,4.00,,58751.00,xx9003,Bank Fees,expense,BankFee,merchant_match,high
2024-02-15,CityRail,9.57,,58741.43,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-15,HealthShield Insurance,212.78,,58528.65,xx9002,Insurance,expense,HealthShield,merchant_match,high
2024-02-16,FreshMart Supermarket,137.21,,58391.44,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-02-16,BeanCo Coffee,19.57,,58371.87,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-16,CityRail,6.17,,58365.70,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-17,FreshMart Supermarket,87.85,,58277.85,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-17,FastFoods Drive-Thru,14.44,,58263.41,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-02-17,FuelStop Petrol,85.88,,58177.53,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-02-18,FreshMart Supermarket,116.91,,58060.62,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-02-18,CityRail,4.52,,58056.10,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-18,PetSupplies Co,56.77,,57999.33,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-02-19,Home Loan Repayment,920.00,,57079.33,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-02-19,FibreNet Internet,85.00,,56994.33,xx9001,Communications & Internet,expense,FibreNet,merchant_match,high
2024-02-19,CityPharmacy,18.96,,56975.37,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-02-19,MusicCloud,12.00,,56963.37,xx9003,Media Subscriptions,expense,MusicCloud,merchant_match,high
2024-02-20,BeanCo Coffee,11.05,,56952.32,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-20,Mini Golf Co,31.75,,56920.57,xx9003,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2024-02-21,FuelStop Petrol,72.60,,56847.97,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-02-22,CityRail,8.12,,56839.85,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-23,FastFoods Drive-Thru,12.65,,56827.20,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-02-23,Mini Golf Co,39.55,,56787.65,xx9003,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2024-02-24,BeanCo Coffee,11.43,,56776.22,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-25,BeanCo Coffee,5.80,,56770.42,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-25,CityRail,9.72,,56760.70,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-25,PetSupplies Co,19.05,,56741.65,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-02-26,Home Loan Repayment,920.00,,55821.65,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-02-26,FreshMart Supermarket,118.91,,55702.74,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-02-26,Corner Grocer,50.26,,55652.48,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-02-26,ShoeStore,115.20,,55537.28,xx9003,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2024-02-26,FitnessFirst Gym,65.00,,55472.28,xx9001,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2024-02-27,FreshMart Supermarket,75.82,,55396.46,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-27,CityRail,5.43,,55391.03,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-02-27,Parking Authority,10.57,,55380.46,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-02-27,PetSupplies Co,77.24,,55303.22,xx9001,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-02-27,WineCellar,69.75,,55233.47,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-02-27,Beauty Spa,114.19,,55119.28,xx9001,Personal Care,expense,Beauty Spa,merchant_match,high
2024-02-27,Travel Agency,743.67,,54375.61,xx9001,Holidays & Travel,expense,Travel Agency,merchant_match,high
2024-02-28,Salary Employer A,,3181.09,57556.70,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-02-28,Salary Employer B,,2785.75,60342.45,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-02-28,FreshMart Supermarket,119.54,,60222.91,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-02-28,BeanCo Coffee,12.30,,60210.61,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-02-29,Australia Post,12.13,,60198.48,xx9002,Administrative & Post,expense,Australia Post,merchant_match,high
2024-03-01,FastFoods Drive-Thru,12.43,,60186.05,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-03-01,CityRail,8.84,,60177.21,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-01,MedCentre,133.84,,60043.37,xx9003,Medical & Health,expense,MedCentre,merchant_match,high
2024-03-01,Fashion Outlet,100.90,,59942.47,xx9001,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-03-02,BeanCo Coffee,11.90,,59930.57,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-02,Pizza Palace,45.80,,59884.77,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-03-02,CityRail,9.17,,59875.60,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-02,Australia Post,9.44,,59866.16,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-03-03,BeanCo Coffee,9.52,,59856.64,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-03,AutoSure Car Insurance,123.63,,59733.01,xx9003,Insurance,expense,AutoSure,merchant_match,high
2024-03-03,Beauty Spa,95.57,,59637.44,xx9003,Personal Care,expense,Beauty Spa,merchant_match,high
2024-03-04,Home Loan Repayment,920.00,,58717.44,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-03-04,FreshMart Supermarket,129.38,,58588.06,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-03-04,BeanCo Coffee,15.01,,58573.05,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-04,CityRail,8.53,,58564.52,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-04,HealthShield Insurance,213.54,,58350.98,xx9003,Insurance,expense,HealthShield,merchant_match,high
2024-03-04,Travel Agency,679.49,,57671.49,xx9002,Holidays & Travel,expense,Travel Agency,merchant_match,high
2024-03-05,BeanCo Coffee,18.48,,57653.01,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-05,CityPharmacy,51.60,,57601.41,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-03-05,StreamFlix,19.00,,57582.41,xx9002,Media Subscriptions,expense,StreamFlix,merchant_match,high
2024-03-06,FreshMart Supermarket,139.20,,57443.21,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-03-06,CityRail,6.73,,57436.48,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-06,Council Rates,442.17,,56994.31,xx9001,Utilities & Rates,expense,Council Rates,merchant_match,high
2024-03-06,WineCellar,32.39,,56961.92,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-03-06,LocalBrewery,29.87,,56932.05,xx9001,Alcohol,expense,LocalBrewery,merchant_match,high
2024-03-07,BeanCo Coffee,13.94,,56918.11,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-08,CityRail,9.87,,56908.24,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-08,WaterCorp,108.37,,56799.87,xx9002,Utilities & Rates,expense,WaterCorp,merchant_match,high
2024-03-09,BeanCo Coffee,9.62,,56790.25,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-09,Garden Nursery,32.79,,56757.46,xx9003,Home & Garden,expense,Garden Nursery,merchant_match,high
2024-03-10,BeanCo Coffee,8.62,,56748.84,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-10,BookworldOnline,16.00,,56732.84,xx9002,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2024-03-10,Big Box Hardware,64.87,,56667.97,xx9003,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-03-11,Home Loan Repayment,920.00,,55747.97,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-03-11,FastFoods Drive-Thru,31.22,,55716.75,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-03-11,CityRail,8.57,,55708.18,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-11,Parking Authority,19.06,,55689.12,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-03-11,OnceOff Repair,100.06,,55589.06,xx9003,One-off Expenses,expense,OnceOff Repair,merchant_match,high
2024-03-12,BeanCo Coffee,7.82,,55581.24,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-12,FastFoods Drive-Thru,20.36,,55560.88,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-03-12,Parking Authority,6.64,,55554.24,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-03-12,ShoeStore,93.85,,55460.39,xx9001,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2024-03-12,TechMegaStore,234.56,,55225.83,xx9002,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-03-13,Salary Employer A,,3340.12,58565.95,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-03-13,Salary Employer B,,2764.67,61330.62,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-03-13,BeanCo Coffee,14.76,,61315.86,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-13,FuelStop Petrol,95.17,,61220.69,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-03-13,CityRail,5.28,,61215.41,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-13,CinemaWorld,25.57,,61189.84,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-03-13,Australia Post,16.69,,61173.15,xx9002,Administrative & Post,expense,Australia Post,merchant_match,high
2024-03-14,LocalBrewery,49.66,,61123.49,xx9003,Alcohol,expense,LocalBrewery,merchant_match,high
2024-03-15,Corner Grocer,37.24,,61086.25,xx9002,Groceries,expense,Corner Grocer,merchant_match,high
2024-03-15,PetSupplies Co,57.92,,61028.33,xx9001,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-03-15,LocalBrewery,36.88,,60991.45,xx9002,Alcohol,expense,LocalBrewery,merchant_match,high
2024-03-15,CinemaWorld,23.83,,60967.62,xx9002,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-03-16,BeanCo Coffee,9.65,,60957.97,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-16,FuelStop Petrol,62.80,,60895.17,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-03-16,CityRail,9.05,,60886.12,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-16,Fashion Outlet,74.35,,60811.77,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-03-16,TechMegaStore,142.88,,60668.89,xx9002,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-03-17,FreshMart Supermarket,105.81,,60563.08,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-03-17,BeanCo Coffee,4.43,,60558.65,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-17,FuelStop Petrol,73.87,,60484.78,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-03-17,WineCellar,32.06,,60452.72,xx9003,Alcohol,expense,WineCellar,merchant_match,high
2024-03-18,Home Loan Repayment,920.00,,59532.72,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-03-18,Corner Grocer,42.85,,59489.87,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-03-18,TechMegaStore,67.72,,59422.15,xx9003,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-03-19,FreshMart Supermarket,122.80,,59299.35,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-03-19,BeanCo Coffee,10.69,,59288.66,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-19,FuelStop Petrol,73.61,,59215.05,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-03-19,CityPharmacy,14.35,,59200.70,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-03-20,Fashion Outlet,79.77,,59120.93,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-03-21,Corner Grocer,48.68,,59072.25,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-03-21,CityRail,5.67,,59066.58,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-21,Parking Authority,13.64,,59052.94,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-03-22,FastFoods Drive-Thru,21.14,,59031.80,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-03-22,CityRail,7.50,,59024.30,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-22,MedCentre,99.53,,58924.77,xx9002,Medical & Health,expense,MedCentre,merchant_match,high
2024-03-22,WineCellar,62.16,,58862.61,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-03-23,BeanCo Coffee,8.03,,58854.58,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-23,FastFoods Drive-Thru,22.76,,58831.82,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-03-23,CityRail,3.76,,58828.06,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-23,CityPharmacy,32.21,,58795.85,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-03-23,TechMegaStore,352.47,,58443.38,xx9003,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-03-23,Hairdresser,40.86,,58402.52,xx9002,Personal Care,expense,Hairdresser,merchant_match,high
2024-03-23,Australia Post,3.84,,58398.68,xx9002,Administrative & Post,expense,Australia Post,merchant_match,high
2024-03-24,Pizza Palace,33.01,,58365.67,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-03-24,CityRail,10.16,,58355.51,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-24,HomeSafe Insurance,186.19,,58169.32,xx9002,Insurance,expense,HomeSafe,merchant_match,high
2024-03-25,Home Loan Repayment,920.00,,57249.32,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-03-25,BeanCo Coffee,11.91,,57237.41,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-25,CityRail,6.20,,57231.21,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-25,WineCellar,47.46,,57183.75,xx9001,Alcohol,expense,WineCellar,merchant_match,high
2024-03-25,YogaStudio,45.00,,57138.75,xx9001,Sport & Hobbies,expense,YogaStudio,merchant_match,high
2024-03-26,FuelStop Petrol,79.62,,57059.13,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-03-26,HomePower Utilities,277.94,,56781.19,xx9003,Utilities & Rates,expense,HomePower,merchant_match,high
2024-03-27,Salary Employer A,,3010.55,59791.74,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-03-27,Salary Employer B,,2800.79,62592.53,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-03-27,CityRail,10.61,,62581.92,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-27,HomeSafe Insurance,191.03,,62390.89,xx9001,Insurance,expense,HomeSafe,merchant_match,high
2024-03-27,CinemaWorld,39.58,,62351.31,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-03-28,FreshMart Supermarket,71.37,,62279.94,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-03-28,BeanCo Coffee,12.78,,62267.16,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-28,FuelStop Petrol,88.45,,62178.71,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-03-28,CityRail,10.04,,62168.67,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-03-28,CinemaWorld,27.31,,62141.36,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-03-28,Australia Post,25.76,,62115.60,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2024-03-29,CinemaWorld,33.90,,62081.70,xx9002,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-03-29,Birthday Gift Shop,97.43,,61984.27,xx9001,Gifts,expense,Birthday Gift Shop,merchant_match,high
2024-03-30,FreshMart Supermarket,108.75,,61875.52,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-03-31,FreshMart Supermarket,130.50,,61745.02,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-03-31,BeanCo Coffee,14.37,,61730.65,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-03-31,Charity Foundation,25.00,,61705.65,xx9003,Donations & Charity,expense,Charity Foundation,merchant_match,high
2024-03-31,Australia Post,20.22,,61685.43,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-04-01,Home Loan Repayment,920.00,,60765.43,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-04-01,BeanCo Coffee,10.17,,60755.26,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-04-01,Parking Authority,14.11,,60741.15,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-04-01,Telco Plus Mobile,60.00,,60681.15,xx9002,Communications & Internet,expense,Telco Plus,merchant_match,high
2024-04-01,Big Box Hardware,53.08,,60628.07,xx9001,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-04-02,FreshMart Supermarket,123.69,,60504.38,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-04-02,AutoSure Car Insurance,109.60,,60394.78,xx9002,Insurance,expense,AutoSure,merchant_match,high
2024-04-02,BookworldOnline,16.00,,60378.78,xx9003,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2024-04-03,BeanCo Coffee,9.58,,60369.20,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-04-03,Pizza Palace,32.87,,60336.33,xx9002,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-04-03,CityRail,10.85,,60325.48,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-04-03,HomeSafe Insurance,172.22,,60153.26,xx9002,Insurance,expense,HomeSafe,merchant_match,high
2024-04-03,Mini Golf Co,38.94,,60114.32,xx9002,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2024-04-04,BeanCo Coffee,10.27,,60104.05,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-04-04,Parking Authority,13.85,,60090.20,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-04-04,TechMegaStore,254.92,,59835.28,xx9003,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-04-05,FastFoods Drive-Thru,29.04,,59806.24,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-04-05,HomePower Utilities,278.39,,59527.85,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-04-05,Big Box Hardware,52.74,,59475.11,xx9002,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-04-06,Parking Authority,14.78,,59460.33,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-04-06,Birthday Gift Shop,48.23,,59412.10,xx9003,Gifts,expense,Birthday Gift Shop,merchant_match,high
2024-04-06,BankFee,4.00,,59408.10,xx9002,Bank Fees,expense,BankFee,merchant_match,high
2024-04-07,Council Rates,463.74,,58944.36,xx9002,Utilities & Rates,expense,Council Rates,merchant_match,high
2024-04-08,Home Loan Repayment,920.00,,58024.36,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-04-08,Council Rates,467.87,,57556.49,xx9002,Utilities & Rates,expense,Council Rates,merchant_match,high
2024-04-08,CityPharmacy,18.81,,57537.68,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
